"SiteId","SiteName","MonitorDate","AQI","SO2SubIndex","COSubIndex","O3SubIndex","PM10SubIndex","NO2SubIndex","O38SubIndex","PM25SubIndex"
52,"林園","2019-01-16",133,10,7,NA,68,36,29,133
53,"楠梓","2019-01-16",119,3,7,NA,50,22,27,119
54,"左營","2019-01-16",91,4,7,NA,54,23,18,91
56,"前金","2019-01-16",117,4,8,NA,56,25,27,117
57,"前鎮","2019-01-16",112,3,NA,NA,59,28,NA,112
58,"小港","2019-01-16",108,6,8,NA,56,36,21,108
59,"屏東","2019-01-16",119,3,7,NA,58,20,28,119
60,"潮州","2019-01-16",127,4,7,NA,71,20,28,127
61,"恆春","2019-01-16",51,1,3,NA,5,3,51,9
62,"臺東","2019-01-16",30,3,7,NA,10,8,30,17
63,"花蓮","2019-01-16",49,3,6,NA,9,10,49,16
64,"陽明","2019-01-16",47,1,5,NA,5,2,47,3
65,"宜蘭","2019-01-16",44,3,6,NA,5,8,44,23
66,"冬山","2019-01-16",47,1,5,NA,10,17,47,15
67,"三重","2019-01-16",46,6,17,NA,22,46,NA,16
68,"中壢","2019-01-16",39,4,11,NA,15,39,NA,28
69,"竹山","2019-01-16",59,4,7,NA,37,26,21,59
70,"永和","2019-01-16",27,4,8,NA,13,27,NA,21
71,"復興","2019-01-16",111,4,11,NA,62,31,NA,111
72,"埔里","2019-01-16",59,3,6,NA,36,19,29,59
75,"馬祖","2019-01-16",92,3,7,NA,50,6,44,92
77,"金門","2019-01-16",57,4,7,NA,30,15,36,57
78,"馬公","2019-01-16",39,1,7,NA,16,8,39,32
80,"關山","2019-01-16",38,1,NA,NA,5,7,38,19
83,"麥寮","2019-01-16",38,3,NA,NA,32,16,NA,38
84,"富貴角","2019-01-16",50,1,5,NA,31,3,50,31
1,"基隆","2019-01-15",41,7,7,NA,26,30,41,37
2,"汐止","2019-01-15",38,17,8,NA,18,30,38,37
3,"萬里","2019-01-15",48,6,3,NA,35,12,48,42
4,"新店","2019-01-15",31,7,8,NA,18,30,31,31
5,"土城","2019-01-15",51,6,11,NA,24,45,30,51
6,"板橋","2019-01-15",49,7,12,NA,27,49,26,49
7,"新莊","2019-01-15",40,10,10,NA,29,39,34,40
8,"菜寮","2019-01-15",43,7,11,NA,24,37,21,43
9,"林口","2019-01-15",42,4,6,NA,24,30,42,38
10,"淡水","2019-01-15",45,4,6,NA,19,24,45,42
11,"士林","2019-01-15",41,3,7,NA,22,30,39,41
12,"中山","2019-01-15",42,9,11,NA,27,40,24,42
13,"萬華","2019-01-15",43,9,11,NA,23,41,22,43
14,"古亭","2019-01-15",55,10,10,NA,26,32,30,55
15,"松山","2019-01-15",42,24,9,NA,28,36,31,42
16,"大同","2019-01-15",46,7,24,NA,28,43,NA,46
17,"桃園","2019-01-15",52,16,10,NA,30,36,30,52
18,"大園","2019-01-15",57,7,5,NA,34,30,47,57
19,"觀音","2019-01-15",82,13,5,NA,37,7,42,82
20,"平鎮","2019-01-15",63,14,9,NA,40,37,34,63
21,"龍潭","2019-01-15",64,11,8,NA,38,32,36,64
22,"湖口","2019-01-15",66,7,6,NA,42,28,44,66
23,"竹東","2019-01-15",68,7,7,NA,36,23,28,68
24,"新竹","2019-01-15",86,9,7,NA,49,26,36,86
25,"頭份","2019-01-15",71,9,NA,NA,55,28,NA,71
26,"苗栗","2019-01-15",91,6,6,NA,57,24,29,91
27,"三義","2019-01-15",58,4,5,NA,33,25,31,58
28,"豐原","2019-01-15",77,7,6,NA,46,20,31,77
29,"沙鹿","2019-01-15",84,3,6,NA,58,19,39,84
30,"大里","2019-01-15",73,6,9,NA,54,30,31,73
31,"忠明","2019-01-15",87,4,6,NA,52,24,31,87
32,"西屯","2019-01-15",88,4,6,NA,59,22,34,88
33,"彰化","2019-01-15",93,4,7,NA,58,22,33,93
34,"線西","2019-01-15",100,10,NA,NA,64,17,NA,100
35,"二林","2019-01-15",103,10,7,NA,80,15,32,103
36,"南投","2019-01-15",95,6,7,NA,61,25,27,95
37,"斗六","2019-01-15",100,6,6,NA,68,22,40,100
38,"崙背","2019-01-15",122,7,7,NA,75,17,38,122
39,"新港","2019-01-15",125,7,7,NA,82,15,36,125
40,"朴子","2019-01-15",140,6,7,NA,82,14,40,140
41,"臺西","2019-01-15",109,6,NA,NA,61,11,NA,109
42,"嘉義","2019-01-15",137,10,8,NA,NA,26,37,137
43,"新營","2019-01-15",153,4,7,NA,81,20,37,153
44,"善化","2019-01-15",144,7,6,NA,90,19,48,144
45,"安南","2019-01-15",141,6,7,NA,86,20,64,141
46,"臺南","2019-01-15",152,6,8,NA,83,23,50,152
47,"美濃","2019-01-15",99,7,7,NA,77,12,71,99
48,"橋頭","2019-01-15",158,11,7,NA,83,26,48,158
49,"仁武","2019-01-15",133,11,8,NA,74,38,67,133
50,"鳳山","2019-01-15",142,11,11,NA,82,48,NA,142
51,"大寮","2019-01-15",149,20,9,NA,84,33,74,149
52,"林園","2019-01-15",146,11,8,NA,92,34,126,146
53,"楠梓","2019-01-15",153,7,7,NA,76,25,67,153
54,"左營","2019-01-15",141,7,8,NA,79,24,80,141
56,"前金","2019-01-15",148,10,9,NA,79,28,84,148
57,"前鎮","2019-01-15",142,9,NA,NA,82,45,NA,142
58,"小港","2019-01-15",139,13,11,NA,82,58,51,139
59,"屏東","2019-01-15",137,9,8,NA,84,26,112,137
60,"潮州","2019-01-15",135,9,8,NA,90,23,108,135
61,"恆春","2019-01-15",40,1,2,NA,5,2,40,11
62,"臺東","2019-01-15",25,3,6,NA,9,17,24,25
63,"花蓮","2019-01-15",35,6,6,NA,18,22,35,20
64,"陽明","2019-01-15",42,3,2,NA,5,3,42,20
65,"宜蘭","2019-01-15",44,4,5,NA,18,9,44,32
66,"冬山","2019-01-15",40,3,6,NA,24,17,40,28
67,"三重","2019-01-15",45,10,24,NA,42,45,NA,45
68,"中壢","2019-01-15",56,16,16,NA,39,43,NA,56
69,"竹山","2019-01-15",117,6,6,NA,73,20,44,117
70,"永和","2019-01-15",43,7,19,NA,23,43,NA,43
71,"復興","2019-01-15",135,7,15,NA,87,56,NA,135
72,"埔里","2019-01-15",72,7,6,NA,52,23,58,72
75,"馬祖","2019-01-15",72,9,7,NA,43,19,42,72
77,"金門","2019-01-15",91,9,6,NA,48,22,35,91
78,"馬公","2019-01-15",96,1,6,NA,47,9,28,96
80,"關山","2019-01-15",26,3,NA,NA,14,8,26,24
83,"麥寮","2019-01-15",107,6,NA,NA,84,15,NA,107
84,"富貴角","2019-01-15",45,3,3,NA,35,9,45,39
1,"基隆","2019-01-14",42,3,7,NA,29,25,34,42
2,"汐止","2019-01-14",42,7,6,NA,21,35,33,42
3,"萬里","2019-01-14",46,3,3,NA,37,7,46,45
5,"土城","2019-01-14",47,4,7,NA,25,20,36,47
6,"板橋","2019-01-14",43,3,7,NA,26,24,33,43
7,"新莊","2019-01-14",37,4,6,NA,29,19,37,34
8,"菜寮","2019-01-14",42,4,6,NA,27,20,28,42
9,"林口","2019-01-14",38,4,5,NA,28,18,38,36
10,"淡水","2019-01-14",44,4,6,NA,18,19,44,36
11,"士林","2019-01-14",46,6,5,NA,23,8,44,46
12,"中山","2019-01-14",52,4,8,NA,31,36,31,52
13,"萬華","2019-01-14",37,4,7,NA,27,31,32,37
14,"古亭","2019-01-14",54,4,7,NA,30,28,38,54
15,"松山","2019-01-14",49,3,7,NA,32,35,32,49
16,"大同","2019-01-14",45,4,12,NA,30,45,NA,42
17,"桃園","2019-01-14",42,7,7,NA,21,18,31,42
18,"大園","2019-01-14",39,6,5,NA,29,20,39,39
19,"觀音","2019-01-14",69,14,5,NA,31,6,39,69
20,"平鎮","2019-01-14",37,3,7,NA,26,23,37,33
21,"龍潭","2019-01-14",41,6,7,NA,26,21,38,41
22,"湖口","2019-01-14",42,4,6,NA,27,18,42,36
23,"竹東","2019-01-14",36,7,6,NA,21,17,30,36
24,"新竹","2019-01-14",57,4,7,NA,32,27,35,57
25,"頭份","2019-01-14",50,3,NA,NA,30,28,NA,50
26,"苗栗","2019-01-14",56,6,7,NA,33,25,31,56
27,"三義","2019-01-14",39,4,5,NA,23,14,39,36
28,"豐原","2019-01-14",56,7,7,NA,36,28,34,56
29,"沙鹿","2019-01-14",44,4,6,NA,29,17,44,44
30,"大里","2019-01-14",43,4,9,NA,32,34,34,43
31,"忠明","2019-01-14",44,4,7,NA,30,24,35,44
32,"西屯","2019-01-14",44,3,6,NA,36,23,39,44
33,"彰化","2019-01-14",42,4,7,NA,31,23,37,42
34,"線西","2019-01-14",53,11,NA,NA,37,19,NA,53
35,"二林","2019-01-14",54,10,6,NA,54,18,35,54
36,"南投","2019-01-14",59,6,8,NA,40,29,29,59
37,"斗六","2019-01-14",69,6,6,NA,49,30,44,69
38,"崙背","2019-01-14",57,9,5,NA,42,15,44,57
39,"新港","2019-01-14",62,9,6,NA,53,13,41,62
40,"朴子","2019-01-14",63,6,6,NA,54,10,47,63
41,"臺西","2019-01-14",67,4,NA,NA,41,7,NA,67
42,"嘉義","2019-01-14",68,9,8,NA,47,27,39,68
43,"新營","2019-01-14",83,7,6,NA,57,17,42,83
44,"善化","2019-01-14",76,6,6,NA,64,17,58,76
45,"安南","2019-01-14",71,4,7,NA,57,20,71,66
46,"臺南","2019-01-14",70,6,7,NA,59,20,58,70
47,"美濃","2019-01-14",77,4,7,NA,67,10,77,71
48,"橋頭","2019-01-14",114,10,8,NA,65,23,61,114
49,"仁武","2019-01-14",88,27,9,NA,62,30,84,88
50,"鳳山","2019-01-14",116,11,11,NA,68,38,NA,116
51,"大寮","2019-01-14",118,33,11,NA,74,47,67,118
52,"林園","2019-01-14",151,19,9,NA,80,33,108,151
53,"楠梓","2019-01-14",104,9,8,NA,62,25,80,104
54,"左營","2019-01-14",93,9,9,NA,61,23,93,75
56,"前金","2019-01-14",107,26,11,NA,65,27,100,107
57,"前鎮","2019-01-14",101,30,NA,NA,71,48,NA,101
58,"小港","2019-01-14",99,27,11,NA,68,52,61,99
59,"屏東","2019-01-14",118,9,9,NA,78,24,118,116
60,"潮州","2019-01-14",112,10,8,NA,78,23,112,105
61,"恆春","2019-01-14",43,1,3,NA,5,2,43,11
62,"臺東","2019-01-14",30,1,6,NA,12,13,30,19
63,"花蓮","2019-01-14",38,4,7,NA,21,29,38,14
64,"陽明","2019-01-14",42,3,3,NA,14,3,42,34
65,"宜蘭","2019-01-14",39,7,7,NA,20,17,39,36
66,"冬山","2019-01-14",38,3,5,NA,18,13,38,25
67,"三重","2019-01-14",46,4,18,NA,46,42,NA,46
68,"中壢","2019-01-14",44,7,17,NA,30,36,NA,44
69,"竹山","2019-01-14",79,9,7,NA,54,21,49,79
70,"永和","2019-01-14",36,3,7,NA,24,25,NA,36
71,"復興","2019-01-14",99,24,16,NA,74,43,NA,99
72,"埔里","2019-01-14",57,6,6,NA,41,25,47,57
75,"馬祖","2019-01-14",99,4,7,NA,57,9,35,99
77,"金門","2019-01-14",89,10,7,NA,46,22,47,89
78,"馬公","2019-01-14",84,3,6,NA,45,9,31,84
80,"關山","2019-01-14",33,3,NA,NA,11,5,33,20
83,"麥寮","2019-01-14",68,6,NA,NA,68,17,NA,67
84,"富貴角","2019-01-14",44,1,3,NA,35,3,44,44
1,"基隆","2019-01-13",31,3,7,NA,18,10,31,27
2,"汐止","2019-01-13",32,6,7,NA,13,19,26,32
3,"萬里","2019-01-13",40,3,6,NA,39,9,40,34
5,"土城","2019-01-13",40,3,7,NA,15,16,29,40
6,"板橋","2019-01-13",33,3,7,NA,16,19,25,33
7,"新莊","2019-01-13",26,3,7,NA,18,18,26,20
8,"菜寮","2019-01-13",28,4,7,NA,13,15,21,28
9,"林口","2019-01-13",30,3,6,NA,19,15,30,27
10,"淡水","2019-01-13",34,3,6,NA,10,11,34,25
11,"士林","2019-01-13",34,4,7,NA,11,16,34,24
12,"中山","2019-01-13",25,4,8,NA,19,23,25,21
13,"萬華","2019-01-13",25,3,7,NA,16,22,25,21
14,"古亭","2019-01-13",41,3,7,NA,19,15,29,41
15,"松山","2019-01-13",27,4,7,NA,23,19,26,27
16,"大同","2019-01-13",33,3,14,NA,17,33,NA,20
17,"桃園","2019-01-13",31,4,8,NA,19,15,22,31
18,"大園","2019-01-13",34,14,6,NA,25,26,34,30
19,"觀音","2019-01-13",62,9,7,NA,29,10,32,62
20,"平鎮","2019-01-13",26,4,7,NA,21,21,26,24
21,"龍潭","2019-01-13",31,4,7,NA,19,13,31,20
22,"湖口","2019-01-13",34,6,6,NA,28,13,31,34
23,"竹東","2019-01-13",35,3,6,NA,16,10,25,35
24,"新竹","2019-01-13",57,4,7,NA,30,18,25,57
25,"頭份","2019-01-13",45,0,NA,NA,28,18,NA,45
26,"苗栗","2019-01-13",59,6,7,NA,31,19,20,59
27,"三義","2019-01-13",37,4,6,NA,19,13,28,37
28,"豐原","2019-01-13",31,3,6,NA,19,18,30,31
29,"沙鹿","2019-01-13",44,3,7,NA,26,18,32,44
30,"大里","2019-01-13",31,4,7,NA,22,23,30,31
31,"忠明","2019-01-13",38,3,6,NA,23,19,31,38
32,"西屯","2019-01-13",41,3,7,NA,30,20,33,41
33,"彰化","2019-01-13",56,4,8,NA,31,19,31,56
34,"線西","2019-01-13",56,9,NA,NA,37,17,NA,56
35,"二林","2019-01-13",58,9,8,NA,58,19,28,54
36,"南投","2019-01-13",55,4,8,NA,35,25,30,55
37,"斗六","2019-01-13",62,6,7,NA,46,25,45,62
38,"崙背","2019-01-13",60,7,7,NA,50,18,34,60
39,"新港","2019-01-13",63,7,8,NA,58,21,35,63
40,"朴子","2019-01-13",61,6,7,NA,59,20,39,61
41,"臺西","2019-01-13",56,3,NA,NA,36,15,NA,56
42,"嘉義","2019-01-13",73,7,8,NA,54,25,39,73
43,"新營","2019-01-13",89,6,8,NA,65,25,36,89
44,"善化","2019-01-13",68,6,8,NA,68,22,45,68
45,"安南","2019-01-13",70,6,7,NA,65,22,48,70
46,"臺南","2019-01-13",70,6,8,NA,64,25,45,70
47,"美濃","2019-01-13",73,4,7,NA,66,14,49,73
48,"橋頭","2019-01-13",109,4,8,NA,70,24,45,109
49,"仁武","2019-01-13",83,7,9,NA,65,22,51,83
50,"鳳山","2019-01-13",92,11,10,NA,68,30,NA,92
51,"大寮","2019-01-13",105,10,8,NA,66,28,71,105
52,"林園","2019-01-13",146,10,9,NA,78,31,84,146
53,"楠梓","2019-01-13",103,4,9,NA,65,23,49,103
54,"左營","2019-01-13",77,7,9,NA,65,27,58,77
56,"前金","2019-01-13",95,7,9,NA,67,26,58,95
57,"前鎮","2019-01-13",97,9,NA,NA,73,29,NA,97
58,"小港","2019-01-13",102,9,10,NA,71,31,45,102
59,"屏東","2019-01-13",94,9,9,NA,68,22,67,94
60,"潮州","2019-01-13",93,9,7,NA,68,19,87,93
61,"恆春","2019-01-13",40,1,5,NA,5,3,40,11
62,"臺東","2019-01-13",26,1,6,NA,5,8,26,16
63,"花蓮","2019-01-13",33,3,7,NA,15,16,33,9
64,"陽明","2019-01-13",36,1,5,NA,5,4,36,3
65,"宜蘭","2019-01-13",30,3,6,NA,11,8,30,25
66,"冬山","2019-01-13",32,3,6,NA,11,8,32,13
67,"三重","2019-01-13",28,4,17,NA,23,28,NA,17
68,"中壢","2019-01-13",29,6,10,NA,23,29,NA,25
69,"竹山","2019-01-13",87,4,8,NA,51,25,46,87
70,"永和","2019-01-13",31,4,8,NA,18,14,NA,31
71,"復興","2019-01-13",92,7,11,NA,72,29,NA,92
72,"埔里","2019-01-13",53,6,7,NA,36,24,37,53
75,"馬祖","2019-01-13",67,3,7,NA,38,19,35,67
77,"金門","2019-01-13",82,7,8,NA,42,19,31,82
78,"馬公","2019-01-13",54,3,7,NA,31,9,24,54
80,"關山","2019-01-13",26,3,NA,NA,10,7,26,25
83,"麥寮","2019-01-13",71,3,NA,NA,71,14,NA,55
84,"富貴角","2019-01-13",39,1,5,NA,32,4,39,28
42,"嘉義","2019-01-12",128,6,8,NA,64,29,34,128
43,"新營","2019-01-12",135,4,7,NA,63,25,32,135
44,"善化","2019-01-12",111,6,7,NA,73,24,42,111
45,"安南","2019-01-12",133,6,8,NA,71,26,51,133
46,"臺南","2019-01-12",131,7,9,NA,68,33,46,131
47,"美濃","2019-01-12",72,3,5,NA,54,12,47,72
48,"橋頭","2019-01-12",152,6,7,NA,68,27,47,152
49,"仁武","2019-01-12",128,10,7,NA,64,34,67,128
50,"鳳山","2019-01-12",145,10,8,NA,64,40,NA,145
51,"大寮","2019-01-12",120,23,6,NA,62,26,84,120
52,"林園","2019-01-12",141,11,6,NA,70,25,84,141
53,"楠梓","2019-01-12",151,4,7,NA,64,35,54,151
54,"左營","2019-01-12",120,6,7,NA,62,27,71,120
56,"前金","2019-01-12",114,9,8,NA,59,35,77,114
57,"前鎮","2019-01-12",127,10,NA,NA,66,51,NA,127
58,"小港","2019-01-12",119,9,8,NA,64,48,46,119
59,"屏東","2019-01-12",130,6,7,NA,65,25,90,130
60,"潮州","2019-01-12",110,9,5,NA,62,21,90,110
61,"恆春","2019-01-12",32,3,2,NA,16,2,32,13
62,"臺東","2019-01-12",22,1,3,NA,13,7,20,22
63,"花蓮","2019-01-12",31,4,5,NA,18,12,31,17
64,"陽明","2019-01-12",28,3,6,NA,5,9,28,11
65,"宜蘭","2019-01-12",31,3,7,NA,16,19,24,31
66,"冬山","2019-01-12",25,4,6,NA,25,16,24,23
67,"三重","2019-01-12",56,7,20,NA,40,34,NA,56
68,"中壢","2019-01-12",62,9,12,NA,38,33,NA,62
69,"竹山","2019-01-12",110,6,8,NA,56,28,41,110
70,"永和","2019-01-12",53,4,10,NA,28,31,NA,53
71,"復興","2019-01-12",114,9,11,NA,68,48,NA,114
72,"埔里","2019-01-12",63,6,6,NA,43,28,45,63
75,"馬祖","2019-01-12",36,3,7,NA,26,25,17,36
77,"金門","2019-01-12",76,10,6,NA,40,25,28,76
78,"馬公","2019-01-12",52,3,5,NA,20,11,19,52
80,"關山","2019-01-12",24,1,NA,NA,14,8,23,24
83,"麥寮","2019-01-12",68,3,NA,NA,57,23,NA,68
84,"富貴角","2019-01-12",29,1,6,NA,27,11,28,29
1,"基隆","2019-01-12",37,4,7,NA,25,20,21,37
2,"汐止","2019-01-12",52,4,7,NA,20,27,18,52
3,"萬里","2019-01-12",41,3,6,NA,39,12,28,41
4,"新店","2019-01-12",25,6,6,NA,NA,25,14,NA
5,"土城","2019-01-12",67,11,7,NA,30,27,19,67
6,"板橋","2019-01-12",63,10,8,NA,30,30,14,63
7,"新莊","2019-01-12",51,9,8,NA,25,27,18,51
8,"菜寮","2019-01-12",53,6,8,NA,27,26,13,53
9,"林口","2019-01-12",32,6,7,NA,22,25,22,32
10,"淡水","2019-01-12",42,4,7,NA,19,18,24,42
11,"士林","2019-01-12",46,4,7,NA,25,23,20,46
12,"中山","2019-01-12",49,7,9,NA,30,29,10,49
13,"萬華","2019-01-12",51,7,8,NA,26,27,10,51
14,"古亭","2019-01-12",68,6,8,NA,30,31,15,68
15,"松山","2019-01-12",50,7,8,NA,33,30,16,50
16,"大同","2019-01-12",52,6,14,NA,27,30,NA,52
17,"桃園","2019-01-12",62,13,9,NA,25,27,15,62
18,"大園","2019-01-12",37,10,7,NA,31,20,25,37
19,"觀音","2019-01-12",71,10,7,NA,31,15,24,71
20,"平鎮","2019-01-12",52,4,8,NA,35,24,16,52
21,"龍潭","2019-01-12",63,4,7,NA,36,21,19,63
22,"湖口","2019-01-12",53,4,7,NA,34,21,23,53
23,"竹東","2019-01-12",66,3,6,NA,31,20,18,66
24,"新竹","2019-01-12",80,3,8,NA,42,23,18,80
25,"頭份","2019-01-12",65,3,NA,NA,42,21,NA,65
26,"苗栗","2019-01-12",76,7,8,NA,39,25,18,76
27,"三義","2019-01-12",52,4,6,NA,24,24,26,52
28,"豐原","2019-01-12",53,6,5,NA,27,21,29,53
29,"沙鹿","2019-01-12",62,4,7,NA,32,27,28,62
30,"大里","2019-01-12",52,4,9,NA,36,31,29,52
31,"忠明","2019-01-12",74,6,10,NA,36,31,29,74
32,"西屯","2019-01-12",71,6,9,NA,44,30,29,71
33,"彰化","2019-01-12",79,7,9,NA,40,25,27,79
34,"線西","2019-01-12",73,13,NA,NA,45,22,NA,73
35,"二林","2019-01-12",72,9,7,NA,61,25,25,72
36,"南投","2019-01-12",65,3,7,NA,43,33,27,65
37,"斗六","2019-01-12",112,13,7,NA,56,42,35,112
38,"崙背","2019-01-12",100,6,7,NA,58,22,32,100
39,"新港","2019-01-12",111,6,7,NA,64,23,33,111
40,"朴子","2019-01-12",105,4,7,NA,64,20,37,105
41,"臺西","2019-01-12",76,7,NA,NA,41,23,NA,76
1,"基隆","2019-01-11",42,6,7,NA,32,27,17,42
2,"汐止","2019-01-11",57,10,10,NA,40,33,16,57
3,"萬里","2019-01-11",42,4,3,NA,42,14,26,40
4,"新店","2019-01-11",60,6,9,NA,31,36,24,60
5,"土城","2019-01-11",97,10,9,NA,54,36,24,97
6,"板橋","2019-01-11",91,9,11,NA,55,47,18,91
7,"新莊","2019-01-11",79,14,11,NA,NA,41,17,79
8,"菜寮","2019-01-11",75,7,11,NA,48,36,12,75
9,"林口","2019-01-11",41,4,6,NA,25,29,19,41
10,"淡水","2019-01-11",58,11,6,NA,42,27,20,58
11,"士林","2019-01-11",68,4,9,NA,50,30,8,68
12,"中山","2019-01-11",71,6,14,NA,53,36,14,71
13,"萬華","2019-01-11",58,7,12,NA,45,35,11,58
14,"古亭","2019-01-11",93,6,11,NA,48,39,19,93
15,"松山","2019-01-11",74,7,12,NA,54,35,19,74
16,"大同","2019-01-11",63,9,25,NA,46,43,NA,63
17,"桃園","2019-01-11",84,16,8,NA,40,33,9,84
18,"大園","2019-01-11",46,11,5,NA,39,26,24,46
19,"觀音","2019-01-11",65,9,3,NA,38,19,28,65
20,"平鎮","2019-01-11",72,11,8,NA,51,26,11,72
21,"龍潭","2019-01-11",89,9,8,NA,63,28,17,89
22,"湖口","2019-01-11",66,4,5,NA,49,21,23,66
23,"竹東","2019-01-11",95,6,7,NA,63,28,15,95
24,"新竹","2019-01-11",107,4,9,NA,72,27,13,107
25,"頭份","2019-01-11",75,6,NA,NA,64,25,NA,75
26,"苗栗","2019-01-11",89,6,7,NA,55,21,8,89
27,"三義","2019-01-11",52,4,5,NA,27,25,26,52
28,"豐原","2019-01-11",73,9,11,NA,43,34,30,73
29,"沙鹿","2019-01-11",65,7,8,NA,37,25,18,65
30,"大里","2019-01-11",82,17,10,NA,60,36,10,82
31,"忠明","2019-01-11",92,10,15,NA,45,34,25,92
32,"西屯","2019-01-11",89,10,9,NA,52,32,25,89
33,"彰化","2019-01-11",104,9,10,NA,49,27,19,104
34,"線西","2019-01-11",86,9,NA,NA,53,26,NA,86
35,"二林","2019-01-11",90,9,7,NA,73,26,19,90
36,"南投","2019-01-11",98,7,8,NA,57,38,35,98
37,"斗六","2019-01-11",147,9,8,NA,77,34,45,147
38,"崙背","2019-01-11",120,3,6,NA,69,22,25,120
39,"新港","2019-01-11",136,3,6,NA,79,25,31,136
40,"朴子","2019-01-11",143,7,5,NA,78,23,33,143
41,"臺西","2019-01-11",84,10,NA,NA,49,20,NA,84
42,"嘉義","2019-01-11",156,9,8,NA,94,30,48,156
43,"新營","2019-01-11",162,7,7,NA,87,26,39,162
44,"善化","2019-01-11",156,7,6,NA,101,22,51,156
45,"安南","2019-01-11",154,3,7,NA,88,28,61,154
46,"臺南","2019-01-11",154,7,9,NA,87,36,64,154
47,"美濃","2019-01-11",107,4,6,NA,70,17,90,107
48,"橋頭","2019-01-11",162,9,8,NA,78,32,80,162
49,"仁武","2019-01-11",153,9,10,NA,73,44,129,153
50,"鳳山","2019-01-11",157,11,11,NA,72,40,NA,157
51,"大寮","2019-01-11",130,39,10,NA,71,32,71,130
52,"林園","2019-01-11",169,16,7,NA,87,34,169,156
53,"楠梓","2019-01-11",157,7,8,NA,72,51,115,157
54,"左營","2019-01-11",126,10,10,NA,74,42,126,116
56,"前金","2019-01-11",154,9,10,NA,73,30,115,154
57,"前鎮","2019-01-11",153,16,NA,NA,78,46,NA,153
58,"小港","2019-01-11",148,10,9,NA,73,43,93,148
59,"屏東","2019-01-11",133,7,7,NA,72,25,101,133
60,"潮州","2019-01-11",124,7,7,NA,74,25,97,124
61,"恆春","2019-01-11",32,3,2,NA,9,2,32,9
62,"臺東","2019-01-11",24,3,6,NA,13,9,24,23
63,"花蓮","2019-01-11",38,4,6,NA,21,14,38,13
64,"陽明","2019-01-11",31,4,3,NA,10,7,31,24
65,"宜蘭","2019-01-11",40,4,6,NA,14,13,40,22
66,"冬山","2019-01-11",31,6,7,NA,21,16,31,22
67,"三重","2019-01-11",67,7,22,NA,58,50,NA,67
68,"中壢","2019-01-11",86,9,16,NA,56,35,NA,86
69,"竹山","2019-01-11",39,11,9,NA,NA,39,14,NA
70,"永和","2019-01-11",71,6,20,NA,41,53,NA,71
71,"復興","2019-01-11",139,14,15,NA,79,48,NA,139
72,"埔里","2019-01-11",67,6,6,NA,48,27,64,67
75,"馬祖","2019-01-11",31,4,3,NA,17,10,21,31
77,"金門","2019-01-11",111,10,6,NA,58,26,19,111
78,"馬公","2019-01-11",56,4,3,NA,16,13,15,56
80,"關山","2019-01-11",28,3,NA,NA,12,5,28,22
83,"麥寮","2019-01-11",82,3,NA,NA,61,18,NA,82
84,"富貴角","2019-01-11",40,1,2,NA,32,12,31,40
1,"基隆","2019-01-10",37,7,11,NA,18,37,33,23
2,"汐止","2019-01-10",34,11,9,NA,9,34,34,20
3,"萬里","2019-01-10",42,6,5,NA,28,16,42,27
4,"新店","2019-01-10",61,6,11,NA,30,42,61,54
5,"土城","2019-01-10",84,14,9,NA,42,37,84,77
6,"板橋","2019-01-10",70,11,11,NA,44,42,45,70
7,"新莊","2019-01-10",46,9,9,NA,25,34,46,31
8,"菜寮","2019-01-10",56,7,12,NA,32,42,30,56
9,"林口","2019-01-10",42,6,6,NA,23,34,37,42
10,"淡水","2019-01-10",40,6,6,NA,30,24,40,38
11,"士林","2019-01-10",41,4,10,NA,32,41,31,41
12,"中山","2019-01-10",56,10,18,NA,42,53,35,56
13,"萬華","2019-01-10",48,13,16,NA,37,48,37,48
14,"古亭","2019-01-10",81,10,15,NA,44,51,43,81
15,"松山","2019-01-10",38,11,9,NA,25,38,37,30
16,"大同","2019-01-10",69,10,34,NA,41,69,NA,50
17,"桃園","2019-01-10",57,13,8,NA,36,33,26,57
18,"大園","2019-01-10",42,13,6,NA,42,27,30,42
19,"觀音","2019-01-10",70,13,5,NA,46,23,30,70
20,"平鎮","2019-01-10",60,10,8,NA,42,32,27,60
21,"龍潭","2019-01-10",69,10,9,NA,50,29,38,69
22,"湖口","2019-01-10",64,6,7,NA,45,25,31,64
23,"竹東","2019-01-10",75,7,7,NA,44,19,24,75
24,"新竹","2019-01-10",88,6,9,NA,52,27,23,88
25,"頭份","2019-01-10",71,4,NA,NA,54,24,NA,71
26,"苗栗","2019-01-10",82,6,9,NA,56,25,19,82
27,"三義","2019-01-10",60,7,6,NA,30,22,29,60
28,"豐原","2019-01-10",81,7,7,NA,52,26,26,81
29,"沙鹿","2019-01-10",63,6,6,NA,44,25,27,63
30,"大里","2019-01-10",66,7,10,NA,54,31,30,66
31,"忠明","2019-01-10",76,6,6,NA,43,25,27,76
32,"西屯","2019-01-10",72,6,6,NA,51,28,27,72
33,"彰化","2019-01-10",72,6,6,NA,52,24,23,72
34,"線西","2019-01-10",75,9,NA,NA,55,16,NA,75
35,"二林","2019-01-10",75,11,5,NA,73,20,27,75
36,"南投","2019-01-10",85,13,9,NA,59,30,33,85
37,"斗六","2019-01-10",88,9,6,NA,68,36,42,88
38,"崙背","2019-01-10",101,6,5,NA,67,19,29,101
