"SiteId","SiteName","MonitorDate","AQI","SO2SubIndex","COSubIndex","O3SubIndex","PM10SubIndex","NO2SubIndex","O38SubIndex","PM25SubIndex"
1,"基隆","2019-07-25",47,6,3,NA,27,14,47,44
2,"汐止","2019-07-25",101,14,6,NA,33,25,101,57
4,"新店","2019-07-25",67,7,5,NA,28,21,67,45
5,"土城","2019-07-25",67,6,6,NA,31,25,67,54
6,"板橋","2019-07-25",64,11,6,NA,29,24,64,59
7,"新莊","2019-07-25",51,26,7,NA,31,27,51,49
8,"菜寮","2019-07-25",46,7,7,NA,27,21,46,44
9,"林口","2019-07-25",40,10,3,NA,23,22,40,23
10,"淡水","2019-07-25",33,7,6,NA,25,21,29,33
11,"士林","2019-07-25",43,4,5,NA,27,21,37,43
12,"中山","2019-07-25",46,6,8,NA,30,38,42,46
13,"萬華","2019-07-25",45,4,7,NA,29,27,45,38
14,"古亭","2019-07-25",67,6,6,NA,29,28,67,50
15,"松山","2019-07-25",90,9,5,NA,32,27,90,58
16,"大同","2019-07-25",52,7,24,NA,33,49,NA,52
18,"大園","2019-07-25",41,7,2,NA,19,16,31,41
20,"平鎮","2019-07-25",52,6,3,NA,22,18,34,52
21,"龍潭","2019-07-25",51,6,3,NA,19,14,41,51
22,"湖口","2019-07-25",43,7,3,NA,22,43,24,36
23,"竹東","2019-07-25",37,4,2,NA,22,8,37,31
24,"新竹","2019-07-25",32,9,3,NA,20,17,20,32
25,"頭份","2019-07-25",23,7,NA,NA,19,21,NA,23
26,"苗栗","2019-07-25",44,4,3,NA,16,12,22,44
27,"三義","2019-07-25",35,11,2,NA,19,14,31,35
28,"豐原","2019-07-25",47,4,3,NA,19,13,39,47
29,"沙鹿","2019-07-25",26,6,2,NA,17,13,26,11
30,"大里","2019-07-25",35,6,3,NA,22,12,35,34
31,"忠明","2019-07-25",36,6,3,NA,18,12,31,36
32,"西屯","2019-07-25",34,3,2,NA,19,15,32,34
33,"彰化","2019-07-25",36,11,2,NA,17,9,28,36
34,"線西","2019-07-25",34,6,NA,NA,20,8,NA,34
35,"二林","2019-07-25",39,6,2,NA,22,11,25,39
36,"南投","2019-07-25",29,4,2,NA,22,10,28,29
37,"斗六","2019-07-25",33,4,3,NA,17,8,33,NA
38,"崙背","2019-07-25",29,3,2,NA,19,10,24,29
39,"新港","2019-07-25",41,13,3,NA,19,13,24,41
40,"朴子","2019-07-25",20,4,2,NA,14,9,20,19
41,"臺西","2019-07-25",31,4,NA,NA,16,8,NA,31
42,"嘉義","2019-07-25",29,3,2,NA,18,8,29,27
43,"新營","2019-07-25",26,4,2,NA,15,8,25,26
44,"善化","2019-07-25",27,3,2,NA,14,10,27,24
45,"安南","2019-07-25",44,6,3,NA,15,15,26,44
46,"臺南","2019-07-25",29,6,2,NA,13,11,26,29
47,"美濃","2019-07-25",38,4,2,NA,19,5,38,19
48,"橋頭","2019-07-25",32,6,2,NA,18,11,27,32
49,"仁武","2019-07-25",35,16,3,NA,19,14,24,35
50,"鳳山","2019-07-25",20,6,5,NA,17,14,NA,20
51,"大寮","2019-07-25",42,10,3,NA,24,16,25,42
52,"林園","2019-07-25",39,4,2,NA,21,14,31,39
53,"楠梓","2019-07-25",35,4,3,NA,17,15,23,35
54,"左營","2019-07-25",26,6,3,NA,12,13,26,16
56,"前金","2019-07-25",29,4,3,NA,13,10,29,23
57,"前鎮","2019-07-25",27,6,NA,NA,14,15,NA,27
58,"小港","2019-07-25",23,7,3,NA,18,20,19,23
59,"屏東","2019-07-25",40,4,3,NA,23,13,40,38
60,"潮州","2019-07-25",44,7,2,NA,21,11,39,44
61,"恆春","2019-07-25",24,3,1,NA,11,2,22,24
62,"臺東","2019-07-25",35,3,3,NA,19,4,35,28
63,"花蓮","2019-07-25",24,3,2,NA,16,7,24,23
64,"陽明","2019-07-25",39,4,2,NA,16,8,39,31
65,"宜蘭","2019-07-25",36,4,2,NA,22,7,35,36
66,"冬山","2019-07-25",43,6,5,NA,28,13,38,43
67,"三重","2019-07-25",49,9,19,NA,30,49,NA,40
68,"中壢","2019-07-25",55,6,17,NA,20,31,NA,55
69,"竹山","2019-07-25",40,4,2,NA,20,5,40,30
70,"永和","2019-07-25",42,7,12,NA,30,31,NA,42
71,"復興","2019-07-25",23,7,6,NA,12,14,NA,23
72,"埔里","2019-07-25",43,4,3,NA,19,12,42,43
75,"馬祖","2019-07-25",35,3,1,NA,23,13,35,34
77,"金門","2019-07-25",31,7,1,NA,19,9,24,31
78,"馬公","2019-07-25",19,NA,2,NA,5,6,19,3
80,"關山","2019-07-25",NA,NA,NA,NA,NA,NA,NA,NA
83,"麥寮","2019-07-25",23,6,NA,NA,19,11,NA,23
84,"富貴角","2019-07-25",36,4,3,NA,19,16,29,36
1,"基隆","2019-07-24",46,9,3,NA,20,14,46,35
2,"汐止","2019-07-24",64,9,8,NA,25,33,64,47
3,"萬里","2019-07-24",19,7,2,NA,NA,7,19,NA
4,"新店","2019-07-24",84,6,5,NA,20,20,84,35
5,"土城","2019-07-24",71,6,6,NA,28,29,71,47
6,"板橋","2019-07-24",77,11,9,NA,27,37,77,56
7,"新莊","2019-07-24",61,7,8,NA,27,29,61,48
8,"菜寮","2019-07-24",49,7,9,NA,22,40,49,40
9,"林口","2019-07-24",49,10,5,NA,22,31,49,30
10,"淡水","2019-07-24",40,6,6,NA,22,25,40,29
11,"士林","2019-07-24",58,7,6,NA,23,33,58,49
12,"中山","2019-07-24",49,6,7,NA,23,33,49,37
13,"萬華","2019-07-24",50,4,8,NA,23,39,50,41
14,"古亭","2019-07-24",93,7,6,NA,20,30,93,37
15,"松山","2019-07-24",100,4,6,NA,22,28,100,42
16,"大同","2019-07-24",56,9,33,NA,30,56,NA,44
18,"大園","2019-07-24",40,9,2,NA,18,16,40,36
20,"平鎮","2019-07-24",41,6,3,NA,19,15,40,41
21,"龍潭","2019-07-24",46,6,3,NA,18,14,46,34
22,"湖口","2019-07-24",33,9,2,NA,21,15,33,28
23,"竹東","2019-07-24",40,4,2,NA,19,7,40,26
24,"新竹","2019-07-24",29,17,5,NA,18,15,29,29
25,"頭份","2019-07-24",18,4,NA,NA,18,14,NA,15
26,"苗栗","2019-07-24",43,7,3,NA,16,14,30,43
27,"三義","2019-07-24",36,9,2,NA,19,12,36,31
28,"豐原","2019-07-24",50,6,3,NA,19,10,43,50
29,"沙鹿","2019-07-24",37,37,5,NA,17,14,31,13
30,"大里","2019-07-24",40,4,3,NA,21,12,40,33
31,"忠明","2019-07-24",40,3,2,NA,17,11,36,40
32,"西屯","2019-07-24",37,1,2,NA,19,17,37,36
33,"彰化","2019-07-24",40,16,3,NA,18,10,31,40
34,"線西","2019-07-24",37,4,NA,NA,20,12,NA,37
35,"二林","2019-07-24",40,7,2,NA,20,13,27,40
36,"南投","2019-07-24",31,4,3,NA,19,11,31,24
37,"斗六","2019-07-24",39,4,3,NA,18,8,39,33
38,"崙背","2019-07-24",30,4,2,NA,19,11,30,28
39,"新港","2019-07-24",36,7,3,NA,20,13,31,36
40,"朴子","2019-07-24",30,4,2,NA,19,12,30,23
41,"臺西","2019-07-24",30,4,NA,NA,15,11,NA,30
42,"嘉義","2019-07-24",34,3,2,NA,17,10,34,17
43,"新營","2019-07-24",34,4,2,NA,16,12,34,24
44,"善化","2019-07-24",31,4,2,NA,16,10,31,20
45,"安南","2019-07-24",43,4,2,NA,15,11,30,43
46,"臺南","2019-07-24",27,6,2,NA,13,13,27,23
47,"美濃","2019-07-24",40,4,2,NA,21,16,40,NA
48,"橋頭","2019-07-24",26,10,2,NA,16,15,26,25
49,"仁武","2019-07-24",25,11,3,NA,19,13,25,25
50,"鳳山","2019-07-24",19,11,5,NA,16,17,NA,19
51,"大寮","2019-07-24",32,9,2,NA,19,17,25,32
52,"林園","2019-07-24",25,4,2,NA,16,9,25,25
53,"楠梓","2019-07-24",36,17,3,NA,16,18,23,36
54,"左營","2019-07-24",24,7,3,NA,11,11,24,17
56,"前金","2019-07-24",24,6,2,NA,10,9,24,23
57,"前鎮","2019-07-24",18,6,NA,NA,12,14,NA,18
58,"小港","2019-07-24",19,7,2,NA,12,15,19,13
59,"屏東","2019-07-24",31,9,3,NA,19,10,31,27
60,"潮州","2019-07-24",36,3,2,NA,15,11,20,36
61,"恆春","2019-07-24",25,3,1,NA,13,2,25,20
62,"臺東","2019-07-24",22,3,3,NA,12,5,20,22
63,"花蓮","2019-07-24",21,1,2,NA,16,8,21,14
64,"陽明","2019-07-24",50,4,2,NA,15,9,50,35
65,"宜蘭","2019-07-24",27,7,2,NA,16,8,27,24
66,"冬山","2019-07-24",31,6,7,NA,24,13,30,31
67,"三重","2019-07-24",49,9,17,NA,26,49,NA,41
68,"中壢","2019-07-24",58,7,16,NA,18,33,NA,58
69,"竹山","2019-07-24",40,9,3,NA,19,10,40,19
70,"永和","2019-07-24",36,6,12,NA,27,36,NA,35
71,"復興","2019-07-24",15,7,3,NA,10,13,NA,15
72,"埔里","2019-07-24",35,4,3,NA,18,13,35,27
75,"馬祖","2019-07-24",40,3,1,NA,19,6,40,30
77,"金門","2019-07-24",29,11,1,NA,18,17,28,29
78,"馬公","2019-07-24",23,3,2,NA,NA,10,23,12
80,"關山","2019-07-24",NA,NA,NA,NA,NA,NA,NA,NA
83,"麥寮","2019-07-24",26,6,NA,NA,19,14,NA,26
84,"富貴角","2019-07-24",43,14,2,NA,16,11,43,29
1,"基隆","2019-07-23",40,6,3,NA,19,15,40,25
2,"汐止","2019-07-23",46,17,6,NA,26,32,46,42
3,"萬里","2019-07-23",87,13,2,NA,19,8,87,38
4,"新店","2019-07-23",44,10,5,NA,19,31,44,35
5,"土城","2019-07-23",50,9,6,NA,27,33,50,43
6,"板橋","2019-07-23",64,10,9,NA,26,38,64,58
7,"新莊","2019-07-23",47,6,9,NA,27,38,46,47
8,"菜寮","2019-07-23",44,6,9,NA,21,44,42,37
9,"林口","2019-07-23",42,4,5,NA,18,27,42,21
10,"淡水","2019-07-23",40,6,6,NA,23,39,40,30
11,"士林","2019-07-23",49,6,6,NA,21,31,49,33
12,"中山","2019-07-23",45,4,9,NA,23,45,43,40
13,"萬華","2019-07-23",44,3,8,NA,21,43,44,39
14,"古亭","2019-07-23",44,3,7,NA,20,44,44,37
15,"松山","2019-07-23",44,4,7,NA,22,39,44,31
16,"大同","2019-07-23",50,6,27,NA,27,50,NA,45
18,"大園","2019-07-23",35,9,5,NA,19,23,35,31
19,"觀音","2019-07-23",23,11,2,NA,NA,23,15,NA
20,"平鎮","2019-07-23",39,4,3,NA,19,19,39,34
21,"龍潭","2019-07-23",49,3,3,NA,18,17,49,23
22,"湖口","2019-07-23",32,4,2,NA,18,16,32,30
23,"竹東","2019-07-23",40,4,3,NA,18,9,40,23
24,"新竹","2019-07-23",32,4,3,NA,18,21,32,31
25,"頭份","2019-07-23",16,3,NA,NA,16,10,NA,12
26,"苗栗","2019-07-23",40,6,3,NA,15,10,33,40
27,"三義","2019-07-23",41,4,2,NA,14,7,41,17
28,"豐原","2019-07-23",41,10,3,NA,20,12,41,37
29,"沙鹿","2019-07-23",38,9,3,NA,15,17,38,7
30,"大里","2019-07-23",37,4,6,NA,19,19,37,24
31,"忠明","2019-07-23",37,4,5,NA,16,17,36,37
32,"西屯","2019-07-23",37,3,3,NA,16,20,37,24
33,"彰化","2019-07-23",31,14,3,NA,14,11,31,18
34,"線西","2019-07-23",31,4,NA,NA,21,13,NA,31
35,"二林","2019-07-23",33,6,2,NA,20,10,30,33
36,"南投","2019-07-23",28,4,3,NA,16,12,28,14
37,"斗六","2019-07-23",36,4,3,NA,18,11,36,26
38,"崙背","2019-07-23",31,6,2,NA,17,17,31,23
39,"新港","2019-07-23",29,7,3,NA,17,15,29,26
40,"朴子","2019-07-23",26,6,3,NA,17,14,26,19
41,"臺西","2019-07-23",24,4,NA,NA,15,8,NA,24
42,"嘉義","2019-07-23",28,4,3,NA,18,16,28,10
43,"新營","2019-07-23",31,3,3,NA,16,8,31,18
44,"善化","2019-07-23",29,3,2,NA,13,7,29,21
45,"安南","2019-07-23",42,6,5,NA,16,14,22,42
46,"臺南","2019-07-23",20,6,3,NA,13,11,20,18
47,"美濃","2019-07-23",28,1,1,NA,14,4,28,NA
48,"橋頭","2019-07-23",21,7,3,NA,13,15,21,20
49,"仁武","2019-07-23",19,10,3,NA,19,18,19,18
50,"鳳山","2019-07-23",22,17,6,NA,18,22,NA,12
51,"大寮","2019-07-23",34,21,3,NA,15,11,19,34
52,"林園","2019-07-23",20,6,2,NA,13,2,20,16
53,"楠梓","2019-07-23",25,11,3,NA,15,15,19,25
54,"左營","2019-07-23",18,9,3,NA,10,13,18,10
56,"前金","2019-07-23",21,6,2,NA,11,11,19,21
57,"前鎮","2019-07-23",18,7,NA,NA,11,18,NA,10
58,"小港","2019-07-23",18,9,2,NA,14,18,15,9
59,"屏東","2019-07-23",24,3,5,NA,16,14,24,20
60,"潮州","2019-07-23",27,4,1,NA,11,6,20,27
61,"恆春","2019-07-23",22,3,1,NA,12,2,22,15
62,"臺東","2019-07-23",25,3,3,NA,9,25,18,15
63,"花蓮","2019-07-23",19,11,2,NA,11,5,19,17
64,"陽明","2019-07-23",39,3,2,NA,11,3,39,26
65,"宜蘭","2019-07-23",28,9,3,NA,14,9,28,24
66,"冬山","2019-07-23",33,7,3,NA,21,16,31,33
67,"三重","2019-07-23",49,9,18,NA,22,49,NA,30
68,"中壢","2019-07-23",44,4,17,NA,18,44,NA,44
69,"竹山","2019-07-23",36,4,2,NA,18,10,36,10
70,"永和","2019-07-23",43,4,12,NA,23,43,NA,NA
71,"復興","2019-07-23",18,11,5,NA,9,18,NA,11
72,"埔里","2019-07-23",32,3,2,NA,19,13,32,27
75,"馬祖","2019-07-23",38,4,1,NA,18,10,38,29
77,"金門","2019-07-23",27,6,1,NA,13,10,27,16
78,"馬公","2019-07-23",25,3,2,NA,NA,8,25,3
83,"麥寮","2019-07-23",22,7,NA,NA,19,11,NA,22
84,"富貴角","2019-07-23",49,3,2,NA,16,6,49,27
1,"基隆","2019-07-22",37,9,5,NA,19,22,37,26
2,"汐止","2019-07-22",46,16,8,NA,23,28,46,39
3,"萬里","2019-07-22",42,4,2,NA,19,10,42,28
4,"新店","2019-07-22",64,6,5,NA,19,22,64,26
5,"土城","2019-07-22",44,7,6,NA,25,27,44,31
6,"板橋","2019-07-22",45,13,7,NA,19,28,45,41
7,"新莊","2019-07-22",38,13,6,NA,22,24,38,32
8,"菜寮","2019-07-22",44,4,7,NA,19,29,44,29
9,"林口","2019-07-22",36,9,5,NA,19,29,36,23
10,"淡水","2019-07-22",39,7,5,NA,27,26,39,32
11,"士林","2019-07-22",48,6,6,NA,20,36,48,31
12,"中山","2019-07-22",41,4,9,NA,23,34,41,26
13,"萬華","2019-07-22",49,6,8,NA,20,32,49,24
14,"古亭","2019-07-22",77,6,6,NA,19,28,77,35
15,"松山","2019-07-22",48,4,8,NA,22,39,48,34
16,"大同","2019-07-22",53,6,20,NA,NA,53,NA,36
17,"桃園","2019-07-22",24,24,7,NA,NA,21,6,NA
18,"大園","2019-07-22",34,7,5,NA,19,22,34,26
19,"觀音","2019-07-22",31,10,3,NA,19,20,31,29
20,"平鎮","2019-07-22",35,6,3,NA,19,18,35,31
21,"龍潭","2019-07-22",39,6,3,NA,16,12,39,14
22,"湖口","2019-07-22",34,6,2,NA,19,15,34,25
23,"竹東","2019-07-22",35,6,2,NA,19,8,35,16
24,"新竹","2019-07-22",31,7,5,NA,18,18,31,27
25,"頭份","2019-07-22",16,7,NA,NA,16,12,NA,12
26,"苗栗","2019-07-22",31,6,3,NA,14,14,26,31
27,"三義","2019-07-22",29,7,3,NA,16,14,29,19
28,"豐原","2019-07-22",36,6,3,NA,19,14,31,36
29,"沙鹿","2019-07-22",28,7,3,NA,19,18,28,10
30,"大里","2019-07-22",25,6,3,NA,14,11,25,18
31,"忠明","2019-07-22",27,7,3,NA,18,23,27,20
32,"西屯","2019-07-22",31,6,2,NA,19,24,30,31
33,"彰化","2019-07-22",32,11,3,NA,19,11,26,32
34,"線西","2019-07-22",34,6,NA,NA,25,11,NA,34
35,"二林","2019-07-22",24,3,1,NA,NA,10,24,NA
36,"南投","2019-07-22",25,4,3,NA,19,9,25,19
37,"斗六","2019-07-22",27,7,2,NA,16,13,27,16
38,"崙背","2019-07-22",26,4,2,NA,17,10,26,23
39,"新港","2019-07-22",26,4,3,NA,19,14,26,26
40,"朴子","2019-07-22",24,7,3,NA,19,12,24,23
41,"臺西","2019-07-22",30,9,NA,NA,19,11,NA,30
42,"嘉義","2019-07-22",31,9,3,NA,19,16,31,18
43,"新營","2019-07-22",27,4,3,NA,20,9,27,25
44,"善化","2019-07-22",27,6,2,NA,14,11,27,17
45,"安南","2019-07-22",34,7,5,NA,19,23,23,34
46,"臺南","2019-07-22",21,6,3,NA,16,20,21,18
47,"美濃","2019-07-22",35,4,2,NA,17,7,35,NA
48,"橋頭","2019-07-22",22,9,5,NA,15,19,22,17
49,"仁武","2019-07-22",19,11,5,NA,18,18,19,17
50,"鳳山","2019-07-22",17,14,6,NA,17,14,NA,16
51,"大寮","2019-07-22",46,46,3,NA,14,13,22,33
52,"林園","2019-07-22",26,4,1,NA,17,9,26,16
53,"楠梓","2019-07-22",24,10,5,NA,16,21,19,24
54,"左營","2019-07-22",21,11,5,NA,15,21,19,9
56,"前金","2019-07-22",21,7,6,NA,15,17,19,21
57,"前鎮","2019-07-22",21,11,NA,NA,15,21,NA,14
58,"小港","2019-07-22",24,20,5,NA,21,21,18,24
59,"屏東","2019-07-22",28,3,3,NA,15,13,28,16
60,"潮州","2019-07-22",27,3,1,NA,13,5,27,23
61,"恆春","2019-07-22",26,3,1,NA,13,2,26,18
62,"臺東","2019-07-22",22,3,3,NA,10,8,22,14
63,"花蓮","2019-07-22",22,3,2,NA,12,9,22,14
64,"陽明","2019-07-22",42,4,2,NA,10,4,42,20
65,"宜蘭","2019-07-22",31,7,3,NA,13,6,31,20
66,"冬山","2019-07-22",31,4,3,NA,24,18,31,25
67,"三重","2019-07-22",47,7,17,NA,21,47,NA,33
68,"中壢","2019-07-22",47,6,16,NA,19,29,NA,47
69,"竹山","2019-07-22",30,3,2,NA,18,9,30,14
70,"永和","2019-07-22",35,7,14,NA,22,35,NA,13
71,"復興","2019-07-22",23,10,6,NA,12,23,NA,12
72,"埔里","2019-07-22",28,4,2,NA,20,11,28,24
75,"馬祖","2019-07-22",43,3,1,NA,17,9,43,24
77,"金門","2019-07-22",21,6,1,NA,21,18,19,20
78,"馬公","2019-07-22",19,6,2,NA,NA,8,19,3
80,"關山","2019-07-22",16,1,NA,NA,NA,4,16,NA
83,"麥寮","2019-07-22",21,4,NA,NA,21,10,NA,16
84,"富貴角","2019-07-22",41,3,2,NA,19,8,41,26
1,"基隆","2019-07-21",34,7,5,NA,25,21,31,34
2,"汐止","2019-07-21",46,9,5,NA,25,23,39,46
3,"萬里","2019-07-21",35,4,3,NA,21,8,35,29
4,"新店","2019-07-21",34,3,3,NA,20,17,34,30
5,"土城","2019-07-21",34,4,6,NA,22,25,34,33
6,"板橋","2019-07-21",40,6,7,NA,19,27,33,40
7,"新莊","2019-07-21",35,6,7,NA,19,29,35,32
8,"菜寮","2019-07-21",35,4,8,NA,19,34,34,35
9,"林口","2019-07-21",40,4,5,NA,20,27,40,22
10,"淡水","2019-07-21",44,6,5,NA,21,23,44,26
11,"士林","2019-07-21",42,9,5,NA,19,29,42,38
12,"中山","2019-07-21",39,4,9,NA,24,39,32,34
13,"萬華","2019-07-21",35,3,7,NA,20,33,31,35
14,"古亭","2019-07-21",37,3,5,NA,19,23,37,37
15,"松山","2019-07-21",39,4,5,NA,23,27,39,34
16,"大同","2019-07-21",44,6,14,NA,26,42,NA,44
17,"桃園","2019-07-21",44,20,5,NA,19,25,32,44
18,"大園","2019-07-21",41,7,3,NA,17,22,41,37
19,"觀音","2019-07-21",37,6,2,NA,19,14,37,30
20,"平鎮","2019-07-21",37,3,3,NA,19,16,37,29
21,"龍潭","2019-07-21",34,4,3,NA,15,16,34,22
22,"湖口","2019-07-21",37,6,2,NA,16,9,37,20
23,"竹東","2019-07-21",32,3,2,NA,19,6,32,16
24,"新竹","2019-07-21",33,4,3,NA,19,14,33,28
25,"頭份","2019-07-21",19,7,NA,NA,19,12,NA,18
26,"苗栗","2019-07-21",43,3,2,NA,14,7,27,43
27,"三義","2019-07-21",30,3,2,NA,12,4,30,25
28,"豐原","2019-07-21",36,3,2,NA,11,7,30,36
29,"沙鹿","2019-07-21",32,4,2,NA,15,9,32,3
30,"大里","2019-07-21",29,4,3,NA,11,13,29,25
31,"忠明","2019-07-21",33,3,3,NA,14,10,29,33
32,"西屯","2019-07-21",32,4,2,NA,15,12,32,26
33,"彰化","2019-07-21",30,7,2,NA,15,8,30,14
34,"線西","2019-07-21",30,3,NA,NA,19,8,NA,30
36,"南投","2019-07-21",24,3,3,NA,14,9,24,18
37,"斗六","2019-07-21",31,3,2,NA,13,8,31,28
38,"崙背","2019-07-21",30,3,2,NA,11,7,30,18
39,"新港","2019-07-21",30,6,2,NA,11,13,26,30
40,"朴子","2019-07-21",26,4,2,NA,13,11,26,19
41,"臺西","2019-07-21",25,4,NA,NA,12,7,NA,25
42,"嘉義","2019-07-21",26,4,2,NA,12,10,26,19
43,"新營","2019-07-21",27,4,3,NA,17,9,24,27
44,"善化","2019-07-21",23,3,2,NA,5,9,23,19
45,"安南","2019-07-21",36,6,5,NA,12,17,25,36
46,"臺南","2019-07-21",25,4,5,NA,15,15,23,25
47,"美濃","2019-07-21",20,1,2,NA,11,5,20,NA
48,"橋頭","2019-07-21",26,6,5,NA,13,17,26,19
49,"仁武","2019-07-21",26,9,7,NA,14,26,24,23
50,"鳳山","2019-07-21",27,10,9,NA,13,27,NA,19
51,"大寮","2019-07-21",33,19,3,NA,18,22,24,33
52,"林園","2019-07-21",32,6,2,NA,19,10,32,27
53,"楠梓","2019-07-21",28,9,7,NA,13,19,21,28
54,"左營","2019-07-21",25,6,9,NA,13,25,21,11
56,"前金","2019-07-21",22,6,7,NA,14,21,22,17
57,"前鎮","2019-07-21",27,7,NA,NA,13,27,NA,15
58,"小港","2019-07-21",25,11,5,NA,13,25,20,19
59,"屏東","2019-07-21",27,4,7,NA,13,25,25,27
60,"潮州","2019-07-21",36,1,1,NA,13,7,22,36
61,"恆春","2019-07-21",28,3,1,NA,20,2,27,28
62,"臺東","2019-07-21",28,3,3,NA,14,8,28,16
63,"花蓮","2019-07-21",32,16,2,NA,17,10,32,28
64,"陽明","2019-07-21",38,3,2,NA,12,3,38,25
65,"宜蘭","2019-07-21",37,4,2,NA,17,4,37,26
66,"冬山","2019-07-21",34,6,2,NA,30,24,34,27
67,"三重","2019-07-21",42,6,15,NA,22,42,NA,40
68,"中壢","2019-07-21",43,4,11,NA,16,24,NA,43
69,"竹山","2019-07-21",29,6,2,NA,14,9,29,12
70,"永和","2019-07-21",23,3,8,NA,20,23,NA,10
71,"復興","2019-07-21",25,11,7,NA,10,25,NA,13
72,"埔里","2019-07-21",31,3,2,NA,19,9,31,24
75,"馬祖","2019-07-21",39,3,1,NA,27,8,39,33
77,"金門","2019-07-21",38,6,2,NA,30,11,38,38
78,"馬公","2019-07-21",27,27,2,NA,NA,11,23,11
80,"關山","2019-07-21",21,3,NA,NA,NA,6,21,20
83,"麥寮","2019-07-21",16,6,NA,NA,16,7,NA,16
84,"富貴角","2019-07-21",42,1,2,NA,21,6,42,29
1,"基隆","2019-07-20",34,6,3,NA,24,14,29,34
2,"汐止","2019-07-20",44,4,5,NA,23,18,35,44
3,"萬里","2019-07-20",43,4,3,NA,23,12,38,43
4,"新店","2019-07-20",40,4,3,NA,21,12,40,31
5,"土城","2019-07-20",58,4,6,NA,22,20,58,39
6,"板橋","2019-07-20",47,4,8,NA,20,30,47,43
7,"新莊","2019-07-20",51,6,7,NA,21,33,51,37
8,"菜寮","2019-07-20",43,4,7,NA,22,38,43,37
9,"林口","2019-07-20",54,4,5,NA,20,25,54,24
10,"淡水","2019-07-20",61,4,3,NA,21,12,61,33
11,"士林","2019-07-20",51,4,5,NA,18,22,51,47
12,"中山","2019-07-20",48,7,8,NA,22,41,38,48
13,"萬華","2019-07-20",51,3,7,NA,25,37,38,51
14,"古亭","2019-07-20",43,3,5,NA,22,21,43,43
15,"松山","2019-07-20",36,7,7,NA,24,34,36,36
16,"大同","2019-07-20",56,4,11,NA,28,42,NA,56
17,"桃園","2019-07-20",42,11,5,NA,17,19,42,42
18,"大園","2019-07-20",58,4,2,NA,20,6,58,33
19,"觀音","2019-07-20",49,6,2,NA,19,5,49,32
20,"平鎮","2019-07-20",45,3,2,NA,16,13,45,32
21,"龍潭","2019-07-20",43,4,3,NA,14,12,43,37
22,"湖口","2019-07-20",48,4,2,NA,15,10,48,33
23,"竹東","2019-07-20",41,3,2,NA,19,8,41,30
24,"新竹","2019-07-20",45,4,5,NA,17,10,45,29
25,"頭份","2019-07-20",31,7,NA,NA,31,15,NA,19
26,"苗栗","2019-07-20",34,3,2,NA,12,7,34,34
27,"三義","2019-07-20",37,3,2,NA,13,5,37,26
28,"豐原","2019-07-20",37,1,2,NA,10,6,37,35
29,"沙鹿","2019-07-20",37,4,3,NA,9,10,37,3
30,"大里","2019-07-20",33,4,3,NA,9,14,33,27
31,"忠明","2019-07-20",36,4,3,NA,11,13,33,36
32,"西屯","2019-07-20",36,4,2,NA,13,19,36,20
33,"彰化","2019-07-20",33,6,3,NA,12,9,33,22
34,"線西","2019-07-20",25,3,NA,NA,16,8,NA,25
36,"南投","2019-07-20",28,4,3,NA,14,10,28,19
37,"斗六","2019-07-20",33,3,3,NA,11,11,33,25
38,"崙背","2019-07-20",33,3,2,NA,9,6,33,19
39,"新港","2019-07-20",29,6,2,NA,10,13,29,21
40,"朴子","2019-07-20",27,4,3,NA,17,12,27,17
41,"臺西","2019-07-20",28,4,NA,NA,11,8,NA,28
42,"嘉義","2019-07-20",29,3,3,NA,9,12,29,12
43,"新營","2019-07-20",28,6,3,NA,15,10,28,28
44,"善化","2019-07-20",24,4,3,NA,5,13,24,14
45,"安南","2019-07-20",31,4,5,NA,11,17,26,31
46,"臺南","2019-07-20",26,4,6,NA,18,19,26,19
47,"美濃","2019-07-20",24,3,2,NA,5,8,24,NA
48,"橋頭","2019-07-20",27,3,5,NA,11,21,27,19
49,"仁武","2019-07-20",27,6,7,NA,14,25,27,22
50,"鳳山","2019-07-20",27,9,7,NA,12,27,NA,17
51,"大寮","2019-07-20",33,21,6,NA,17,23,22,33
52,"林園","2019-07-20",29,11,5,NA,19,17,28,29
53,"楠梓","2019-07-20",25,4,6,NA,9,25,24,25
54,"左營","2019-07-20",35,7,12,NA,12,35,25,12
56,"前金","2019-07-20",31,4,14,NA,14,31,25,23
57,"前鎮","2019-07-20",29,9,NA,NA,13,29,NA,15
58,"小港","2019-07-20",32,7,6,NA,14,32,25,20
59,"屏東","2019-07-20",28,3,7,NA,12,22,28,19
60,"潮州","2019-07-20",31,4,3,NA,13,11,25,31
61,"恆春","2019-07-20",33,6,1,NA,18,8,33,23
62,"臺東","2019-07-20",28,3,3,NA,16,9,28,21
63,"花蓮","2019-07-20",29,7,2,NA,19,11,29,NA
64,"陽明","2019-07-20",48,4,2,NA,17,4,48,34
65,"宜蘭","2019-07-20",32,7,2,NA,19,8,31,32
66,"冬山","2019-07-20",35,4,3,NA,32,12,28,35
67,"三重","2019-07-20",46,6,16,NA,22,46,NA,33
68,"中壢","2019-07-20",49,4,15,NA,16,37,NA,49
69,"竹山","2019-07-20",33,6,2,NA,12,8,33,8
70,"永和","2019-07-20",29,4,9,NA,23,29,NA,21
71,"復興","2019-07-20",29,10,11,NA,10,29,NA,18
